feasibleBellman,lengthBellman,timeBellman,solvingTimeBellman,feasibleDijkstra,lengthDijkstra,timeDijkstra,solvingTimeDijkstra,feasibleAStar,lengthAStar,timeAStar,solvingTimeAStar,mode
1,1727.5862,305.8476814155578,23,1,1727.5862,305.8476814155578,0,1,1727.5862,305.8476814155578,1,3
0,-1,-1,0,0,-1,-1,0,0,-1,-1,0,3
0,-1,-1,17,0,-1,-1,0,0,-1,-1,1,3
0,-1,-1,1,0,-1,-1,0,0,-1,-1,0,3
0,-1,-1,8,0,-1,-1,0,0,-1,-1,0,3
1,374.55222,267.40874974250795,8,1,374.55222,267.40874974250795,0,1,374.55222,267.40874974250795,0,3
1,959.48596,215.45049593353275,4,1,959.48596,215.45049593353275,0,1,959.48596,215.45049593353275,0,3
0,-1,-1,4,0,-1,-1,0,0,-1,-1,0,3
1,924.0606,100.3865074596405,9,1,924.0606,100.3865074596405,0,1,924.0606,100.3865074596405,0,3
1,605.32935,246.62859948921204,7,1,605.32935,246.62859948921204,0,1,605.32935,246.62859948921204,0,3
0,-1,-1,0,0,-1,-1,0,0,-1,-1,0,3
0,-1,-1,1,0,-1,-1,0,0,-1,-1,0,3
1,1244.8455,246.74879273986815,5,1,1244.8455,246.74879273986815,0,1,1244.8455,246.74879273986815,0,3
0,-1,-1,0,0,-1,-1,0,0,-1,-1,0,3
1,603.34406,73.60850699329376,4,1,603.34406,73.60850699329376,0,1,603.34406,73.60850699329376,0,3
0,-1,-1,0,0,-1,-1,0,0,-1,-1,0,3
1,1217.0603,207.14493141174313,3,1,1217.0603,207.14493141174313,0,1,1217.0603,207.14493141174313,0,3
0,-1,-1,2,0,-1,-1,0,0,-1,-1,0,3
1,2144.0996,375.91512214350695,3,1,2144.0996,375.91512214350695,0,1,2144.0996,375.91512214350695,0,3
1,1682.0118,414.7970602226258,3,1,1682.0118,414.7970602226258,1,1,1682.0118,414.7970602226258,0,3
