feasibleDijkstra,lengthDijkstra,timeDijkstra,solvingTimeDijkstra,feasibleAStar,lengthAStar,timeAStar,solvingTimeAStar,mode
0,-1,-1,0,0,-1,-1,0,3
1,128169.45,8970.931295616974,271,1,128396.5,8848.923748810634,438,3
1,192394.23,14093.148770280875,317,1,192736.75,13785.215022668468,588,3
0,-1,-1,371,0,-1,-1,655,3
1,195268.5,14005.782277741098,268,1,195578.48,11667.621771493441,421,3
1,132144.58,9613.99080220999,189,1,132182.25,9607.002280748502,311,3
1,41883.652,2163.899862863813,27,1,41924.938,2148.6993547079896,43,3
1,127041.86,7591.347333187922,152,1,127163.0,7421.392754743576,132,3
1,232065.64,16677.213393956175,404,1,232320.42,16491.200332171164,553,3
1,144720.08,10655.116927491867,171,1,144813.45,10225.948853078577,286,3
