map,feasibleDijkstra,lengthDijkstra,timeDijkstra,solvingTimeDijkstra,feasibleAStar,lengthAStar,timeAStar,solvingTimeAStar,mode,valid
hg,1,35979.793,3358.6311960638573,67684159,1,35979.793,3358.6311960638573,43297807,0,1
hg,1,30911.77,2259.2270740251543,15684134,1,30911.77,2259.2270740251543,7374333,0,1
hg,1,16340.6,1476.443012797826,22565573,1,16340.6,1476.443012797826,5809531,0,1
hg,1,65185.367,3855.514693857029,28852530,1,65185.367,3855.514693857029,15169407,0,1
hg,1,26341.582,2390.486671475852,105142045,1,26341.582,2390.486671475852,14245961,0,1
hg,1,33977.88,2536.0887905705763,31244180,1,33977.88,2536.0887905705763,15825705,0,1
hg,1,20809.777,1642.9652465417043,51782694,1,20809.777,1642.9652465417043,7313904,0,1
hg,1,16813.893,1640.3173024921418,16538984,1,16813.893,1640.3173024921418,6200642,0,1
hg,0,-1,-1,33653,0,-1,-1,23473,0,1
hg,1,94134.03,4585.66511217735,53277808,1,94134.03,4585.66511217735,31081775,0,1
hg,1,86087.305,5214.848030779468,92936110,1,86087.305,5214.848030779468,42905015,0,1
hg,1,28045.824,4219.165674182484,56870674,1,28045.824,4219.165674182484,37879084,0,1
hg,1,11362.047,930.9177504959107,2867633,1,11362.047,930.9177504959107,756726,0,1
hg,1,24157.143,2271.3703048333987,55591087,1,24157.143,2271.3703048333987,26347420,0,1
hg,1,63148.387,5007.643914675029,72206035,1,63148.387,5007.643914675029,23340196,0,1
hg,1,29046.82,2907.3744632287694,62449376,1,29046.82,2907.3744632287694,34163072,0,1
hg,1,3181.5686,297.5559894022261,430821,1,3181.5686,297.5559894022261,268574,0,1
hg,1,27515.725,1829.2043736980982,29453439,1,27515.725,1829.2043736980982,6703727,0,1
hg,1,25235.139,1870.2574648813516,54359960,1,25235.139,1870.2574648813516,28846528,0,1
hg,1,76158.04,3855.032424977375,49421579,1,76158.04,3855.032424977375,24565153,0,1
hg,1,23623.691,2385.644668448312,46298067,1,23623.691,2385.644668448312,14520537,0,1
hg,1,12353.229,1008.4390019245152,19498100,1,12353.229,1008.4390019245152,3496029,0,1
hg,1,12261.709,965.9997786140447,11505775,1,12261.709,965.9997786140447,2716718,0,1
hg,1,22055.871,2438.354206209185,42162491,1,22055.871,2438.354206209185,18630502,0,1
hg,1,37067.836,2266.2398318590435,64147661,1,37067.836,2266.2398318590435,12495590,0,1
hg,1,33073.7,2758.4932243374424,32394585,1,33073.7,2758.4932243374424,6712697,0,1
hg,1,5375.838,991.8816261168892,4719472,1,5375.838,991.8816261168892,2703849,0,1
hg,0,-1,-1,48836,0,-1,-1,54281,0,1
hg,1,92685.055,7156.575573722024,44414119,1,92685.055,7156.575573722024,29928284,0,1
hg,1,39130.17,3369.352130754705,63024643,1,39130.17,3369.352130754705,40455660,0,1
hg,1,74416.05,4298.2439161901875,83753262,1,74416.05,4298.2439161901875,11841280,0,1
hg,1,32683.89,2537.0867822337823,66040969,1,32683.89,2537.0867822337823,20160057,0,1
hg,1,16351.931,1141.8401333198549,24877502,1,16351.931,1141.8401333198549,2303954,0,1
hg,1,16984.943,1766.744564055579,31837805,1,16984.943,1766.744564055579,10972648,0,1
hg,1,65306.12,4638.555438289099,79151224,1,65306.12,4638.555438289099,4166802,0,1
hg,1,82690.08,6622.8078100678595,73284379,1,82690.08,6622.8078100678595,19060668,0,1
hg,1,19635.12,1981.6627952804563,55211293,1,19635.12,1981.6627952804563,18152529,0,1
hg,1,8403.023,961.2546092752733,10134256,1,8403.023,961.2546092752733,1108528,0,1
hg,1,8722.907,677.6359902044026,663001,1,8722.907,677.6359902044026,178218,0,1
hg,1,17927.068,1978.334130301748,39691189,1,17927.068,1978.334130301748,20835118,0,1
hg,1,33193.867,1851.6294552693334,41671384,1,33193.867,1851.6294552693334,18355598,0,1
hg,1,20365.453,1468.3166386820405,50543179,1,20365.453,1468.3166386820405,14950338,0,1
hg,1,66185.96,4452.224823492125,67382242,1,66185.96,4452.224823492125,35364426,0,1
hg,1,33037.64,3416.317879441941,80029373,1,33037.64,3416.317879441941,7666659,0,1
hg,1,25613.82,2160.113117879016,56033321,1,25613.82,2160.113117879016,20577970,0,1
hg,1,10719.093,1262.4521124207631,9647997,1,10719.093,1262.4521124207631,2863486,0,1
hg,1,18358.43,1511.1303369533,10283976,1,18358.43,1511.1303369533,4443424,0,1
hg,1,51190.48,4393.554012045727,28704437,1,51190.48,4393.554012045727,11670307,0,1
hg,1,115254.75,6939.370154331239,72577211,1,115254.75,6939.370154331239,123057905,0,1
hg,1,57997.11,4524.837620664728,28681291,1,57997.11,4524.837620664728,6620144,0,1
hg,1,7799.0273,1234.6220903892524,11328351,1,7799.0273,1234.6220903892524,2648176,0,1
hg,1,47360.57,3915.707041305544,73563174,1,47360.57,3915.707041305544,6660662,0,1
hg,1,29487.822,2140.423323343275,25675228,1,29487.822,2140.423323343275,14594233,0,1
hg,1,10433.568,873.7139065950254,4549505,1,10433.568,873.7139065950254,1825284,0,1
hg,1,12030.702,690.5826511867696,4887500,1,12030.702,690.5826511867696,2126727,0,1
hg,1,13259.616,2564.7002183017735,29803101,1,13259.616,2564.7002183017735,4008531,0,1
hg,1,9364.952,1321.266561181363,18208816,1,9364.952,1321.266561181363,3600571,0,1
hg,1,85701.445,5446.550727433924,76972214,1,85701.445,5446.550727433924,20684032,0,1
hg,1,17838.088,1970.1991123576843,43168784,1,17838.088,1970.1991123576843,13147261,0,1
hg,1,10408.597,1465.0167534762793,8685534,1,10408.597,1465.0167534762793,4851055,0,1
hg,1,32690.408,3009.2322184320183,56720467,1,32690.408,3009.2322184320183,40249334,0,1
hg,1,28432.06,1872.4475010434433,17126196,1,28432.06,1872.4475010434433,3040636,0,1
hg,1,38692.887,2237.8940867914,46050485,1,38692.887,2237.8940867914,21247857,0,1
hg,1,54023.86,4570.51201983738,57144625,1,54023.86,4570.51201983738,41685047,0,1
hg,1,75300.1,6358.559863691744,73653004,1,75300.1,6358.559863691744,10131135,0,1
hg,1,66105.86,4977.195017490525,67746741,1,66105.86,4977.195017490525,53987404,0,1
hg,1,95322.57,4877.921284005795,72410540,1,95322.57,4877.921284005795,15559849,0,1
