map,feasibleDijkstra,lengthDijkstra,timeDijkstra,solvingTimeDijkstra,feasibleAStar,lengthAStar,timeAStar,solvingTimeAStar,mode,valid
hg,0,-1,-1,78302443,0,-1,-1,129821057,3,1
hg,1,86229.25,6200.819843735834,72790467,1,86286.72,6168.178525290628,119406244,3,0
hg,1,73272.27,5262.560431713582,45009992,1,73272.27,5262.560431713582,75642575,3,1
hg,1,23534.89,2950.8282842232843,38862221,1,23534.89,2950.8282842232843,63687868,3,1
hg,0,-1,-1,79234158,0,-1,-1,134158011,3,1
hg,0,-1,-1,68975570,0,-1,-1,126473607,3,1
hg,1,2591.1313,414.3126202812196,1673045,1,2591.1313,414.3126202812196,3021048,3,1
hg,1,29486.885,1856.5467679230821,32034803,1,29486.885,1856.5467679230821,53001124,3,1
hg,1,15686.987,1654.3036251230249,27764246,1,15686.987,1654.3036251230249,46060167,3,1
hg,1,16677.135,1141.4625188012803,1460219,1,16677.135,1141.4625188012803,2711444,3,1
hg,1,5877.9863,584.0695869786398,2320937,1,5877.9863,584.0695869786398,4618182,3,1
hg,1,6423.611,631.5564084941319,590494,1,6423.611,631.5564084941319,976315,3,1
hg,1,20661.93,1707.7988127697533,4926202,1,20661.93,1707.7988127697533,10318851,3,1
hg,1,45454.688,3618.433777090068,59826804,1,45464.812,3207.942089904779,100034596,3,0
hg,1,133803.81,9308.620735817367,56518138,1,133803.81,9308.620735817367,96640733,3,1
hg,0,-1,-1,70881578,0,-1,-1,122189732,3,1
hg,0,-1,-1,22555,0,-1,-1,42068,3,1
hg,1,18636.596,1521.4656132319315,21487643,1,18636.596,1521.4656132319315,38497242,3,1
hg,1,20629.57,2016.4522877825323,25924944,1,20629.57,2016.4522877825323,50299828,3,1
hg,1,18410.145,1462.6160682739521,29726069,1,18410.145,1462.6160682739521,50483281,3,1
hg,1,14464.027,1476.6829172069013,10525376,1,14464.027,1476.6829172069013,20196061,3,1
hg,0,-1,-1,78757380,0,-1,-1,132230509,3,1
hg,1,13740.625,1941.867696424348,13486699,1,13740.625,1941.867696424348,23954108,3,1
hg,1,138978.14,9366.45150078938,23819787,1,139012.42,9282.447067856665,44716628,3,0
hg,1,61079.86,3575.553312796184,52168685,1,61079.86,3575.553312796184,90008962,3,1
hg,1,26879.006,1985.905927194596,32840035,1,26879.006,1985.905927194596,53224872,3,1
hg,1,35601.0,2574.337451274599,26086162,1,35601.0,2574.337451274599,40779473,3,1
hg,0,-1,-1,23695,0,-1,-1,59964,3,1
hg,1,69973.22,6094.232691587448,63616172,1,69985.46,5791.794606594087,109570388,3,0
hg,1,36323.223,2424.18763037736,59200593,1,36323.223,2424.18763037736,99933253,3,1
hg,0,-1,-1,70368712,0,-1,-1,123363471,3,1
hg,1,92288.77,6769.002588396886,65486370,1,92288.77,6769.002588396886,113605389,3,1
hg,0,-1,-1,71945652,0,-1,-1,129892470,3,1
hg,1,41248.39,3481.8451051037673,35388074,1,41248.39,3481.8451051037673,58635866,3,1
hg,1,42322.062,2885.675730660029,21899063,1,42322.062,2885.675730660029,35263728,3,1
