feasibleBellman,lengthBellman,timeBellman,solvingTimeBellman,feasibleDijkstra,lengthDijkstra,timeDijkstra,solvingTimeDijkstra,feasibleAStar,lengthAStar,timeAStar,solvingTimeAStar,mode
1,22264.0,1603.008,3,1,22264.0,1603.008,0,1,22264.0,1603.008,0,3
1,98278.0,7076.0160000000005,1,1,98278.0,7076.016,0,1,98278.0,7076.016,0,3
1,31486.0,2266.992,0,1,31486.0,2266.992,0,1,31486.0,2266.992,0,3
1,66792.0,4809.024,0,1,66792.0,4809.024,0,1,66792.0,4809.024,0,3
1,31486.0,2266.992,0,1,31486.0,2266.992,0,1,31486.0,2266.992,0,3
