feasibleBellman,lengthBellman,timeBellman,solvingTimeBellman,feasibleDijkstra,lengthDijkstra,timeDijkstra,solvingTimeDijkstra,feasibleAStar,lengthAStar,timeAStar,solvingTimeAStar,mode
1,3588.0623,483.15469152832037,614,1,3588.0623,483.15469152832037,4,1,3588.0623,483.15469152832037,0,0
1,8896.519,1092.3899626941682,687,1,8896.519,1092.3899626941682,8,1,8896.519,1092.3899626941682,5,0
1,2992.2424,427.9132596969607,384,1,2992.2424,427.9132596969607,2,1,2992.2424,427.9132596969607,1,0
1,10521.284,1097.1914792113987,436,1,10521.284,1097.1914792113987,14,1,10521.284,1097.1914792113987,8,0
