feasibleBellman,lengthBellman,timeBellman,solvingTimeBellman,feasibleDijkstra,lengthDijkstra,timeDijkstra,solvingTimeDijkstra,feasibleAStar,lengthAStar,timeAStar,solvingTimeAStar,mode
1,8968.506,1116.8027892755788,762,1,8968.506,1116.8027892755788,5,1,8968.506,1116.8027892755788,6,0
1,3610.1145,680.676534793854,687,1,3610.1145,680.676534793854,2,1,3610.1145,680.676534793854,0,0
1,7106.082,649.1145848726546,715,1,7106.082,649.1145848726546,5,1,7106.082,649.1145848726546,2,0
1,11288.08,1881.946263330459,516,1,11288.08,1881.946263330459,16,1,11288.08,1881.946263330459,5,0
1,8467.701,1244.7373439773833,467,1,8467.701,1244.7373439773833,8,1,8467.701,1244.7373439773833,5,0
1,9671.338,1412.3155232056206,606,1,9671.338,1412.3155232056206,15,1,9671.338,1412.3155232056206,9,0
1,10466.357,1404.7877254567834,470,1,10466.357,1404.7877254567834,12,1,10466.357,1404.7877254567834,8,0
1,10017.674,1311.8866883828302,441,1,10017.674,1311.8866883828302,8,1,10017.674,1311.8866883828302,2,0
1,7827.394,1129.2707090721124,346,1,7827.394,1129.2707090721124,13,1,7827.394,1129.2707090721124,4,0
1,4665.6777,658.2916506443023,534,1,4665.6777,658.2916506443023,3,1,4665.6777,658.2916506443023,1,0
1,11358.037,1523.8928896429875,515,1,11358.037,1523.8928896429875,10,1,11358.037,1523.8928896429875,9,0
1,3623.8982,751.6864987506868,783,1,3623.8982,751.6864987506868,2,1,3623.8982,751.6864987506868,0,0
1,5805.714,500.71962285137187,794,1,5805.714,500.71962285137187,3,1,5805.714,500.71962285137187,1,0
1,5767.945,778.0741963274819,515,1,5767.945,778.0741963274819,1,1,5767.945,778.0741963274819,1,0
1,3073.1858,442.49059951972964,390,1,3073.1858,442.49059951972964,2,1,3073.1858,442.49059951972964,0,0
1,5295.9287,637.5614738943916,552,1,5295.9287,637.5614738943916,2,1,5295.9287,637.5614738943916,0,0
1,5159.958,598.0541764668054,402,1,5159.958,598.0541764668054,5,1,5159.958,598.0541764668054,1,0
1,6171.1016,882.3464470453264,359,1,6171.1016,882.3464470453264,7,1,6171.1016,882.3464470453264,2,0
1,2387.4954,244.9260064601898,491,1,2387.4954,244.9260064601898,0,1,2387.4954,244.9260064601898,0,0
1,9002.885,1048.4641445951463,597,1,9002.885,1048.4641445951463,5,1,9002.885,1048.4641445951463,2,0
1,13120.404,1005.0601841744019,494,1,13120.404,1005.0601841744019,16,1,13120.404,1005.0601841744019,10,0
1,6073.9497,1111.5416981563567,402,1,6073.9497,1111.5416981563567,10,1,6073.9497,1111.5416981563567,2,0
1,4871.3164,623.9429594544001,412,1,4871.3164,623.9429594544001,3,1,4871.3164,623.9429594544001,0,0
1,7303.017,1251.7308013954164,373,1,7303.017,1251.7308013954164,7,1,7303.017,1251.7308013954164,5,0
1,7260.683,1093.9460616490503,459,1,7260.683,1093.9460616490503,7,1,7260.683,1093.9460616490503,4,0
1,7973.322,1074.4658797498432,663,1,7973.322,1074.4658797498432,5,1,7973.322,1074.4658797498432,2,0
1,11731.57,1739.3720458980274,533,1,11731.57,1739.3720458980274,10,1,11731.57,1739.3720458980274,7,0
1,6189.151,940.6337277679447,403,1,6189.151,940.6337277679447,9,1,6189.151,940.6337277679447,2,0
1,4962.0576,1306.6978579330441,414,1,4962.0576,1306.6978579330441,7,1,4962.0576,1306.6978579330441,1,0
1,3386.2637,706.8435236349108,347,1,3386.2637,706.8435236349108,2,1,3386.2637,706.8435236349108,1,0
