feasibleBellman,lengthBellman,timeBellman,solvingTimeBellman,feasibleDijkstra,lengthDijkstra,timeDijkstra,solvingTimeDijkstra,feasibleAStar,lengthAStar,timeAStar,solvingTimeAStar
1,1905.2002,460.60622550773616,12,1,1905.2002,460.60622550773616,1,1,1905.2002,460.60622550773616,0
0,-1,-1,3,0,-1,-1,0,0,-1,-1,0
1,540.15576,64.81868579864502,11,1,540.15576,64.81868579864502,0,1,540.15576,64.81868579864502,0
1,775.77795,93.09335432052615,6,1,775.77795,93.09335432052615,0,1,775.77795,93.09335432052615,0
1,1167.9592,307.929906326294,15,1,1167.9592,307.929906326294,0,1,1167.9592,307.929906326294,0
1,2249.3901,207.25998500633244,7,1,2249.3901,207.25998500633244,0,1,2249.3901,207.25998500633244,1
1,1251.0474,231.10561137199406,10,1,1251.0474,231.10561137199406,1,1,1251.0474,231.10561137199406,0
1,941.0042,169.1451476612091,8,1,941.0042,169.1451476612091,0,1,941.0042,169.1451476612091,0
1,647.26117,231.67196605682372,3,1,647.26117,231.67196605682372,0,1,647.26117,231.67196605682372,0
1,2677.9087,461.0567577524185,6,1,2677.9087,461.0567577524185,0,1,2677.9087,461.0567577524185,1
1,1640.0892,342.22773419952387,5,1,1640.0892,342.22773419952387,0,1,1640.0892,342.22773419952387,0
1,1810.4083,377.642820110321,4,1,1810.4083,377.642820110321,0,1,1810.4083,377.642820110321,0
1,346.76535,59.417441082000735,3,1,346.76535,59.417441082000735,0,1,346.76535,59.417441082000735,0
1,1719.4281,499.7943463897705,4,1,1719.4281,499.7943463897705,0,1,1719.4281,499.7943463897705,0
1,913.3236,125.48476896286009,9,1,913.3236,125.48476896286009,0,1,913.3236,125.48476896286009,0
1,210.61023,97.21353435516356,8,1,210.61023,97.21353435516356,0,1,210.61023,97.21353435516356,0
1,1164.8348,113.83706122684478,6,1,1164.8348,113.83706122684478,0,1,1164.8348,113.83706122684478,0
1,734.42896,152.27234899520874,6,1,734.42896,152.27234899520874,0,1,734.42896,152.27234899520874,0
1,1325.3575,411.11049219131473,4,1,1325.3575,411.11049219131473,0,1,1325.3575,411.11049219131473,0
0,-1,-1,0,0,-1,-1,0,0,-1,-1,0
1,1788.3635,398.1084459571838,3,1,1788.3635,398.1084459571838,0,1,1788.3635,398.1084459571838,0
1,1218.03,166.51068625831604,4,1,1218.03,166.51068625831604,0,1,1218.03,166.51068625831604,0
1,972.17035,76.60651241683959,2,1,972.17035,76.60651241683959,0,1,972.17035,76.60651241683959,0
1,1868.3744,642.6529685783389,2,1,1868.3744,642.6529685783389,0,1,1868.3744,642.6529685783389,0
1,2209.894,874.6044300842285,3,1,2209.894,874.6044300842285,0,1,2209.894,874.6044300842285,0
1,611.42804,90.55112619781497,2,1,611.42804,90.55112619781497,0,1,611.42804,90.55112619781497,0
1,1066.5956,97.01070848464965,2,1,1066.5956,97.01070848464965,0,1,1066.5956,97.01070848464965,0
1,771.1081,92.53295808792113,3,1,771.1081,92.53295808792113,0,1,771.1081,92.53295808792113,0
0,-1,-1,4,0,-1,-1,0,0,-1,-1,1
1,1369.386,436.07743028640743,2,1,1369.386,436.07743028640743,0,1,1369.386,436.07743028640743,0
