feasibleDijkstra,lengthDijkstra,timeDijkstra,solvingTimeDijkstra,feasibleAStar,lengthAStar,timeAStar,solvingTimeAStar,mode
0,-1,-1,0,0,-1,-1,0,3
1,9745.814,1417.9986079548419,9,1,9745.814,1417.9986079548419,17,3
0,-1,-1,14,0,-1,-1,30,3
1,7458.1973,893.8011448579513,11,1,7460.7197,841.3189076104844,29,3
1,3998.78,446.0081996984482,5,1,3998.78,446.0081996984482,10,3
1,12995.874,2186.761538148063,14,1,12995.874,2186.761538148063,25,3
1,6640.7896,788.2359216548373,6,1,6640.7896,788.2359216548373,10,3
1,2564.3381,245.48827931090767,0,1,2564.3381,245.48827931090767,0,3
1,4642.511,395.8041548652648,2,1,4642.511,395.8041548652648,4,3
1,9284.097,832.4320205274315,8,1,9284.097,832.4320205274315,18,3
1,10443.251,920.9798104652679,16,1,10443.251,920.9798104652679,26,3
1,4920.141,578.924321322441,3,1,4920.141,578.924321322441,8,3
0,-1,-1,0,0,-1,-1,0,3
0,-1,-1,14,0,-1,-1,26,3
1,9915.566,1910.9373376951212,11,1,9915.566,1910.9373376951212,20,3
1,3647.1162,447.40321608924876,1,1,3647.1162,447.40321608924876,4,3
1,9163.718,1535.7281903008052,11,1,9163.718,1535.7281903008052,23,3
0,-1,-1,0,0,-1,-1,0,3
1,1357.1765,159.1028316307068,0,1,1357.1765,159.1028316307068,0,3
1,4581.5713,439.35444874668127,6,1,4582.285,425.88336592960366,13,3
0,-1,-1,15,0,-1,-1,30,3
1,11523.669,963.2728202599117,12,1,11523.669,963.2728202599117,21,3
1,11681.858,1308.459586532594,13,1,11681.858,1308.459586532594,24,3
0,-1,-1,15,0,-1,-1,31,3
1,7182.204,568.958359082222,4,1,7182.204,568.958359082222,10,3
1,7657.6133,848.2464082260134,12,1,7657.6133,848.2464082260134,22,3
1,9495.746,1492.2196754921504,10,1,9495.854,1435.962915770395,19,3
1,9271.154,1291.315656452179,16,1,9274.504,975.8945855827328,33,3
1,8569.013,761.1308829288481,7,1,8569.013,761.1308829288481,15,3
1,11419.254,1452.0486586693364,12,1,11419.254,1452.0486586693364,21,3
1,7569.2427,976.8458510398868,11,1,7569.2427,976.8458510398868,21,3
1,6189.3115,721.4183795633319,7,1,6189.3115,721.4183795633319,11,3
1,4595.66,426.4000103874206,1,1,4595.66,426.4000103874206,3,3
1,6548.6343,970.552570419584,2,1,6548.6343,970.552570419584,4,3
1,4021.6921,340.03558189773554,4,1,4021.6921,340.03558189773554,8,3
0,-1,-1,0,0,-1,-1,0,3
1,2426.1252,332.71389491639815,1,1,2426.1252,332.71389491639815,2,3
1,10721.93,1664.5232059288712,12,1,10721.93,1664.5232059288712,19,3
1,8335.732,812.1732070713045,12,1,8335.732,812.1732070713045,21,3
1,2994.4492,661.5517673521041,2,1,2994.4492,661.5517673521041,5,3
1,6683.9614,569.7591142918723,5,1,6683.9614,569.7591142918723,12,3
0,-1,-1,16,0,-1,-1,29,3
0,-1,-1,0,0,-1,-1,0,3
0,-1,-1,0,0,-1,-1,0,3
1,4086.936,388.4282615767887,1,1,4086.936,388.4282615767887,2,3
0,-1,-1,17,0,-1,-1,31,3
0,-1,-1,0,0,-1,-1,0,3
1,9138.636,2153.9057572898855,9,1,9138.636,2153.9057572898855,19,3
0,-1,-1,16,0,-1,-1,29,3
0,-1,-1,0,0,-1,-1,0,3
