feasibleBellman,lengthBellman,timeBellman,solvingTimeBellman,feasibleDijkstra,lengthDijkstra,timeDijkstra,solvingTimeDijkstra,feasibleAStar,lengthAStar,timeAStar,solvingTimeAStar,mode
1,4881.4053,619.2685392821174,549,1,4881.4053,619.2685392821174,8,1,4881.4053,619.2685392821174,2,0
1,12453.106,1256.9172668669778,704,1,12453.106,1256.9172668669778,15,1,12453.106,1256.9172668669778,8,0
1,11452.769,885.5176671286993,601,1,11452.769,885.5176671286993,12,1,11452.769,1405.7696716368532,10,0
1,3154.5327,750.1145753173828,462,1,3154.5327,750.1145753173828,0,1,3154.5327,750.1145753173828,0,0
1,8076.9194,894.6343974760598,465,1,8076.9194,894.6343974760598,11,1,8076.9194,894.6343974760598,4,0
1,5971.02,897.8549096946716,546,1,5971.02,897.8549096946716,4,1,5971.02,897.8549096946716,2,0
1,12485.357,1452.581778637886,497,1,12485.357,1452.581778637886,11,1,12485.357,1452.581778637886,10,0
1,2824.0833,342.1200194778442,625,1,2824.0833,342.1200194778442,0,1,2824.0833,342.1200194778442,0,0
1,10619.207,1458.4319795970914,452,1,10619.207,1458.4319795970914,16,1,10619.207,1458.4319795970914,5,0
1,7845.9604,833.1433671655658,418,1,7845.9604,833.1433671655658,9,1,7845.9604,833.1433671655658,6,0
1,4418.7847,413.5557554029738,412,1,4418.7847,413.5557554029738,5,1,4418.7847,413.5557554029738,0,0
1,10934.443,2514.7427404144632,447,1,10934.443,2514.7427404144632,14,1,10934.443,2514.7427404144632,11,0
1,6019.343,539.0846616353988,405,1,6019.343,539.0846616353988,11,1,6019.343,539.0846616353988,3,0
1,10852.35,1219.3204255247122,485,1,10852.35,1219.3204255247122,13,1,10852.35,1219.3204255247122,9,0
1,13147.285,1648.0690073862072,518,1,13147.285,1648.0690073862072,16,1,13147.285,1648.0690073862072,14,0
1,7339.5996,563.8558610333037,475,1,7339.5996,563.8558610333037,9,1,7339.5996,563.8558610333037,5,0
1,640.4734,82.18985948181155,401,1,640.4734,82.18985948181155,0,1,640.4734,82.18985948181155,0,0
1,9387.461,627.8224928431664,516,1,9387.461,627.8224928431664,10,1,9387.461,627.8224928431664,2,0
1,6018.86,941.4395385920664,516,1,6018.86,941.4395385920664,11,1,6018.86,941.4395385920664,1,0
0,-1,-1,46,0,-1,-1,0,0,-1,-1,0,0
1,6877.7466,789.6745053795406,463,1,6877.7466,789.6745053795406,5,1,6877.7466,789.6745053795406,4,0
1,6376.969,639.5988688193733,443,1,6376.969,639.5988688193733,4,1,6376.969,639.5988688193733,4,0
1,6078.339,727.4126838355066,397,1,6078.339,727.4126838355066,11,1,6078.339,727.4126838355066,2,0
1,6547.475,674.9240204877856,418,1,6547.475,674.9240204877856,9,1,6547.475,674.9240204877856,1,0
1,5587.277,997.3737537325447,326,1,5587.277,997.3737537325447,9,1,5587.277,997.3737537325447,1,0
