map,feasibleDijkstra,lengthDijkstra,timeDijkstra,solvingTimeDijkstra,feasibleAStar,lengthAStar,timeAStar,solvingTimeAStar,mode,valid
toulouse,1,4361.3345,797.0857789382937,5291999,1,4361.3345,797.0857789382937,13437842,3,1
toulouse,0,-1,-1,62475,0,-1,-1,56343,3,1
toulouse,0,-1,-1,146956,0,-1,-1,61201,3,1
toulouse,0,-1,-1,35775,0,-1,-1,28891,3,1
toulouse,0,-1,-1,19040370,0,-1,-1,33041886,3,1
toulouse,1,7461.6426,1418.9869787578575,10938914,1,7461.6426,1418.9869787578575,14545344,3,1
toulouse,1,12946.016,2061.7180254049294,11890053,1,12946.016,2061.7180254049294,22384670,3,1
toulouse,0,-1,-1,17514872,0,-1,-1,31188900,3,1
toulouse,1,13006.117,1580.9308928560522,14710408,1,13006.117,1580.9308928560522,27500790,3,1
toulouse,1,4706.4155,541.4657048578265,7498012,1,4706.4155,541.4657048578265,13861870,3,1
toulouse,0,-1,-1,14571724,0,-1,-1,27854619,3,1
toulouse,0,-1,-1,10865,0,-1,-1,10297,3,1
toulouse,1,2854.2078,429.2344461402895,2803327,1,2854.2078,429.2344461402895,6874225,3,1
toulouse,0,-1,-1,14395807,0,-1,-1,27997085,3,1
toulouse,1,5426.6816,840.078941511154,4255614,1,5426.6816,840.078941511154,9404887,3,1
toulouse,1,6365.104,724.0338587628776,11371763,1,6365.104,724.0338587628776,23523194,3,1
toulouse,1,3844.305,345.18100457668316,2682933,1,3844.305,345.18100457668316,5681798,3,1
toulouse,1,7527.9653,1512.8632341556554,12646085,1,7527.9653,1512.8632341556554,22356025,3,1
toulouse,0,-1,-1,17853920,0,-1,-1,29116126,3,1
toulouse,1,3519.1938,420.9165162628719,2154424,1,3519.1938,420.9165162628719,4202172,3,1
toulouse,1,8198.082,1979.7544851245868,8918898,1,8198.082,1979.7544851245868,16431974,3,1
toulouse,0,-1,-1,57073,0,-1,-1,72334,3,1
toulouse,1,9616.645,1478.016191090175,12962946,1,9616.645,1478.016191090175,25927025,3,1
toulouse,1,9053.685,862.6778164088388,11420514,1,9053.685,862.6778164088388,20575858,3,1
toulouse,1,9006.381,996.825783786638,9021112,1,9006.381,996.825783786638,18247558,3,1
toulouse,1,9999.0205,1141.107131189619,7534524,1,9999.0205,1141.107131189619,13699780,3,1
toulouse,1,3683.0222,827.8425546607972,1860273,1,3683.0222,827.8425546607972,3547000,3,1
toulouse,1,5110.553,832.1107264938357,2997232,1,5110.553,832.1107264938357,6817112,3,1
toulouse,1,8184.993,752.2862998695376,12128976,1,8184.993,752.2862998695376,26612407,3,1
toulouse,1,6461.473,588.2418272113802,9074774,1,6461.473,588.2418272113802,13512326,3,1
toulouse,0,-1,-1,150778,0,-1,-1,113955,3,1
toulouse,0,-1,-1,72037,0,-1,-1,57344,3,1
toulouse,0,-1,-1,55407,0,-1,-1,26270,3,1
toulouse,0,-1,-1,16953307,0,-1,-1,29988195,3,1
toulouse,0,-1,-1,13225,0,-1,-1,13448,3,1
toulouse,0,-1,-1,14984835,0,-1,-1,28155342,3,1
toulouse,1,2770.9473,343.41737178039557,2427616,1,2770.9473,343.41737178039557,4539669,3,1
toulouse,0,-1,-1,15916613,0,-1,-1,29189329,3,1
toulouse,0,-1,-1,15745832,0,-1,-1,30568856,3,1
toulouse,1,5254.444,1069.2237232115606,5448062,1,5254.444,1069.2237232115606,10466387,3,1
toulouse,1,2742.2388,497.0031078022548,2692445,1,2742.2388,497.0031078022548,4299374,3,1
toulouse,1,3996.3042,562.294060526848,3506375,1,3996.3042,562.294060526848,6469542,3,1
toulouse,1,6280.2173,765.3335614822936,7324540,1,6280.2173,765.3335614822936,14444635,3,1
toulouse,1,6330.0483,992.1973275260925,7687245,1,6330.0483,992.1973275260925,14500308,3,1
toulouse,0,-1,-1,15353859,0,-1,-1,29444872,3,1
toulouse,1,12102.213,999.9607596829273,12514639,1,12102.213,999.9607596829273,24065879,3,1
toulouse,1,13886.461,2027.0224788236617,12203818,1,13892.069,2005.7070219558989,23174402,3,0
toulouse,1,7618.787,980.2000775993895,12738854,1,7618.787,980.2000775993895,21158458,3,1
toulouse,1,11803.11,1370.6510829222548,7960918,1,11803.11,1370.6510829222548,15963025,3,1
toulouse,1,7732.5044,990.2344899255207,8962855,1,7732.5044,990.2344899255207,15917799,3,1
