map,feasibleDijkstra,lengthDijkstra,timeDijkstra,solvingTimeDijkstra,feasibleAStar,lengthAStar,timeAStar,solvingTimeAStar,mode,valid
mp,1,86769.82,5712.578394178801,190303080,1,86786.18,5756.422401091033,286804239,3,0
mp,1,154438.44,11303.940990896908,309072417,1,154476.1,11296.95246943542,408206796,3,0
mp,1,6156.0664,1144.6925485486984,11012484,1,6156.0664,1144.6925485486984,19250041,3,1
mp,1,152692.31,12899.576765709888,345383388,1,152763.81,12891.458744783547,560174707,3,0
mp,1,257095.39,16744.338489023394,366441460,1,257190.72,16559.438827125465,565047855,3,0
mp,1,48792.023,4529.658042957309,11148991,1,48792.023,4529.658042957309,20269457,3,1
mp,1,44559.98,3893.354740021568,79280181,1,44559.98,3893.354740021568,119675290,3,1
mp,0,-1,-1,191936,0,-1,-1,207262,3,1
mp,1,92859.93,6374.0757690166765,111780038,1,92859.93,6374.0757690166765,172211144,3,1
mp,1,162712.31,11406.592206871173,279240487,1,162733.25,11389.120917776518,434502463,3,0
mp,1,75393.23,5641.226968153816,96032151,1,75402.54,5542.663037051063,195409254,3,0
mp,1,149471.45,9656.093042073251,386091380,1,149522.7,9658.204953180042,599379413,3,0
mp,1,22107.969,1607.399780417307,45153844,1,22107.969,1607.399780417307,74328023,3,1
mp,1,180962.34,12022.157960238941,147012829,1,181004.94,12034.907002751017,233449961,3,0
mp,1,65712.516,5409.610104928151,17708009,1,65712.516,5409.610104928151,33465918,3,1
mp,1,143606.78,12459.512055468982,343517371,1,143607.44,12213.843015216295,608631128,3,0
mp,1,81654.95,7327.738545008253,90778160,1,81654.95,7327.738545008253,126989748,3,1
mp,0,-1,-1,13152027,0,-1,-1,266748,3,1
mp,1,44473.69,3197.50323790959,33444071,1,44480.953,3135.5753992503037,45158759,3,0
mp,0,-1,-1,181940,0,-1,-1,106072,3,1
