map,feasibleDijkstra,lengthDijkstra,timeDijkstra,solvingTimeDijkstra,feasibleAStar,lengthAStar,timeAStar,solvingTimeAStar,mode,valid
mp,1,234307.0,13295.410051490411,399040507,1,234307.0,13295.410051490411,160798662,0,1
mp,1,165081.9,11740.498139080213,400502790,1,165081.9,11740.498139080213,152759814,0,1
mp,1,166570.69,10195.354218966828,231826977,1,166570.69,10195.354218966828,69542594,0,1
mp,1,156257.89,11038.64171563816,249139967,1,156257.89,11038.64171563816,130719562,0,1
mp,1,158503.5,11762.719082545349,402150330,1,158503.5,11762.719082545349,118490616,0,1
mp,1,127402.125,11064.577840212822,228296669,1,127402.125,11064.577840212822,35862543,0,1
mp,1,134293.19,8031.230104136241,405339847,1,134293.19,8031.230104136241,174076975,0,1
mp,1,126809.02,11811.92103349154,153635060,1,126809.02,11811.92103349154,39535702,0,1
mp,1,77203.09,6186.211050888535,77043533,1,77203.09,6186.211050888535,27959923,0,1
mp,1,70886.8,4451.266082482611,129917561,1,70886.8,4451.266082482611,59531496,0,1
mp,1,202874.36,14371.061730623207,380474630,1,202874.36,14371.061730623207,291821987,0,1
mp,1,100565.89,7336.6106504197805,136132526,1,100565.89,7336.6106504197805,31031395,0,1
mp,1,205964.3,10937.284346073291,301535643,1,205964.3,10937.284346073291,268809407,0,1
mp,1,83116.59,5170.2166055943635,168987193,1,83116.59,5170.2166055943635,13297089,0,1
mp,1,40510.484,2554.531805436677,30933223,1,40510.484,2554.531805436677,21123061,0,1
mp,1,93849.45,8088.747739762578,136276945,1,93849.45,8088.747739762578,35254649,0,1
mp,1,122656.16,9256.707714712418,324727309,1,122656.16,9256.707714712418,73154513,0,1
mp,1,63951.867,4272.985110024308,61446446,1,63951.867,4272.985110024308,13987919,0,1
mp,1,45248.28,3319.1769772931452,104314234,1,45248.28,3319.1769772931452,57030138,0,1
mp,1,93557.06,6081.5721917158935,236606941,1,93557.06,6081.5721917158935,75239332,0,1
mp,1,170160.66,11433.549192325572,334547147,1,170160.66,11433.549192325572,192964317,0,1
mp,1,128998.97,11616.898531021798,130153288,1,128998.97,11616.898531021798,62310570,0,1
mp,1,258163.72,16389.859161867043,339343260,1,258163.72,16389.859161867043,259045573,0,1
mp,1,131785.4,8133.8902011644805,85856348,1,131785.4,8133.8902011644805,64065915,0,1
mp,1,50770.445,3242.263772906314,57826492,1,50770.445,3242.263772906314,14948137,0,1
mp,1,143922.83,9623.953227178514,426255637,1,143922.83,9623.953227178514,168474000,0,1
mp,1,122146.65,7542.834845961667,65795531,1,122146.65,7542.834845961667,30303546,0,1
mp,1,79188.016,5653.692053578961,155323996,1,79188.016,5653.692053578961,82944071,0,1
mp,1,79425.64,5664.782507094447,165404670,1,79425.64,5664.782507094447,32356628,0,1
mp,1,114432.74,8882.072356317243,253734567,1,114432.74,8882.072356317243,24678400,0,1
mp,1,162548.94,12383.80988135447,106069278,1,162548.94,12383.80988135447,75028326,0,1
mp,1,178936.86,11662.159011270518,197992047,1,178936.86,11662.159011270518,96107918,0,1
mp,1,49965.17,3239.069084492276,19536308,1,49965.17,3239.069084492276,5002104,0,1
mp,1,267363.22,16980.224338454416,428068769,1,267363.22,16980.224338454416,318366761,0,1
mp,1,17865.254,1068.6127182483674,2975743,1,17865.254,1068.6127182483674,1312666,0,1
mp,1,126528.81,8919.231190674647,268289187,1,126528.81,8919.231190674647,134805103,0,1
mp,1,131033.875,11237.333062099464,297136878,1,131033.875,11237.333062099464,49082090,0,1
mp,1,112936.53,5940.837628640035,52960065,1,112936.53,5940.837628640035,28558101,0,1
mp,1,46065.11,4377.959904916221,75455350,1,46065.11,4377.959904916221,43743110,0,1
mp,1,325537.62,21865.546023654962,463493118,1,325537.62,21865.546023654962,460993787,0,1
mp,1,125711.664,10303.890644067938,147815487,1,125711.664,10303.890644067938,42401596,0,1
mp,1,178260.97,11314.936723973282,400179658,1,178260.97,11314.936723973282,189458741,0,1
mp,1,131281.66,10585.957414467262,296184812,1,131281.66,10585.957414467262,83255858,0,1
mp,1,78530.14,5047.25556128134,180211220,1,78530.14,5047.25556128134,12745023,0,1
mp,1,139998.02,8462.25739874432,355330748,1,139998.02,8462.25739874432,142024337,0,1
mp,1,16116.941,1394.6153015929633,3415482,1,16116.941,1394.6153015929633,684184,0,1
mp,1,304886.06,18503.548160869632,386566895,1,304886.06,18503.548160869632,470667438,0,1
mp,1,71866.49,5449.0745269521985,43082562,1,71866.49,5449.0745269521985,18439286,0,1
mp,1,197192.62,12642.018793586592,435976809,1,197192.62,12642.018793586592,266663748,0,1
mp,1,76006.72,4108.625069690977,119610038,1,76006.72,4108.625069690977,17824140,0,1
mp,1,45004.805,3461.6710689467022,87909904,1,45004.805,3461.6710689467022,35788405,0,1
mp,1,79595.44,6197.062494357109,198177804,1,79595.44,6197.062494357109,15717357,0,1
mp,1,57006.98,4149.7469692895065,25816832,1,57006.98,4149.7469692895065,6338738,0,1
mp,1,164905.3,11018.05536268861,262802277,1,164905.3,11018.05536268861,62259461,0,1
mp,1,169125.48,12038.546132774321,409172439,1,169125.48,12038.546132774321,229819279,0,1
mp,1,84152.76,5574.661442641261,174081674,1,84152.76,5574.661442641261,14927408,0,1
mp,1,107637.555,8831.818597327858,81572643,1,107637.555,8831.818597327858,25630185,0,1
mp,1,103573.23,7020.755602231984,315381201,1,103573.23,7020.755602231984,38745441,0,1
mp,0,-1,-1,458902430,0,-1,-1,700451374,0,1
mp,1,250250.77,14445.649979280506,519568415,1,250250.77,14445.649979280506,181206399,0,1
mp,1,121511.9,7513.638296156909,275941907,1,121511.9,7513.638296156909,140688183,0,1
mp,1,229245.02,14821.172263779641,297879770,1,229245.02,14821.172263779641,330756026,0,1
mp,1,137876.67,9804.696931063316,107963906,1,137876.67,9804.696931063316,69680952,0,1
