map,totalNodes,feasibleDijkstra,lengthDijkstra,timeDijkstra,solvingTimeDijkstra,feasibleAStar,lengthAStar,timeAStar,solvingTimeAStar,mode,arcs,valid
mp,647406,1,230144.1,18632.96178791687,281649622,1,230144.1,18632.96178791687,198621042,0,885,1
mp,647406,1,133754.95,11474.527089520865,100283628,1,133754.95,11474.527089520865,64460153,0,790,1
mp,647406,0,-1,-1,101541,0,-1,-1,118089,0,0,1
mp,647406,1,59472.95,4039.824392020572,117222604,1,59472.95,4039.824392020572,28517884,0,272,1
mp,647406,1,167181.56,10471.753281594962,529544591,1,167181.56,10471.753281594962,219973283,0,918,1
mp,647406,1,140191.53,10599.405589400843,291789598,1,140191.53,10599.405589400843,40453115,0,617,1
mp,647406,1,116544.35,9103.774266861368,146788977,1,116544.35,9103.774266861368,37762884,0,634,1
mp,647406,1,215459.56,14756.801406383285,414310752,1,215459.56,14756.801406383285,323078846,0,1337,1
mp,647406,1,143555.86,11102.299665551998,297703075,1,143555.86,11102.299665551998,64641860,0,718,1
mp,647406,1,288724.22,21502.02267986394,436393389,1,288724.22,21502.02267986394,389189184,0,1740,1
mp,647406,1,153722.5,9098.471471659786,390556204,1,153722.5,9098.471471659786,179181761,0,1094,1
mp,647406,1,100541.85,7024.17074559709,212181633,1,100541.85,7024.17074559709,39667140,0,825,1
mp,647406,1,124024.79,9818.902585138723,367676801,1,124024.79,9818.902585138723,69364324,0,607,1
mp,647406,1,179566.58,13273.014525316394,410692958,1,179566.58,13273.014525316394,310304552,0,1128,1
mp,647406,1,139387.14,8460.53873474225,232568414,1,139387.14,8460.53873474225,65812973,0,970,1
mp,647406,1,143446.84,9061.035097830149,144450840,1,143446.84,9061.035097830149,47368680,0,779,1
mp,647406,1,204619.2,12243.25212956536,349374803,1,204619.2,12243.25212956536,106001634,0,1049,1
mp,647406,1,143586.73,10294.121313727912,216694408,1,143586.73,10294.121313727912,88085550,0,1115,1
mp,647406,1,244318.28,16165.33292553117,356970918,1,244318.28,16165.33292553117,166559613,0,1227,1
mp,647406,1,83204.76,6623.3461836845545,152636270,1,83204.76,6623.3461836845545,36615540,0,445,1
mp,647406,1,240401.44,15764.914312075205,324181191,1,240401.44,15764.914312075205,363814983,0,1644,1
mp,647406,1,131554.61,8817.119487077714,146859637,1,131554.61,8817.119487077714,28028963,0,548,1
mp,647406,1,115006.97,10325.896271149943,220745510,1,115006.97,10325.896271149943,39204734,0,741,1
mp,647406,1,58512.336,4152.063294227328,46136606,1,58512.336,4152.063294227328,19369341,0,449,1
mp,647406,1,181386.38,15046.103133312643,363865687,1,181386.38,15046.103133312643,228669706,0,851,1
mp,647406,1,12738.017,1130.2908887443543,2830401,1,12738.017,1130.2908887443543,716496,0,63,1
mp,647406,1,185858.56,12009.221746949346,267475916,1,185858.56,12009.221746949346,122335478,0,1087,1
mp,647406,1,50344.355,4690.253476083755,121051477,1,50344.355,4690.253476083755,9351557,0,231,1
mp,647406,1,13909.557,1596.1419631832694,44249695,1,13909.557,1596.1419631832694,11948672,0,249,1
mp,647406,1,92789.1,5850.059287958559,213110644,1,92789.1,5850.059287958559,15205379,0,548,1
mp,647406,1,134916.23,6514.69482307358,243060716,1,134916.23,6514.69482307358,77261132,0,1016,1
mp,647406,1,77259.375,4435.7302442782,80011340,1,77259.375,4435.7302442782,19909978,0,352,1
mp,647406,1,114468.805,6373.049751155175,299876982,1,114468.805,6373.049751155175,24591708,0,619,1
mp,647406,1,84203.99,5771.670568415637,66161744,1,84203.99,5771.670568415637,20742034,0,457,1
mp,647406,1,141964.12,10015.663618216928,155532791,1,141964.12,10015.663618216928,64261417,0,841,1
mp,647406,1,20831.277,1539.2643684926716,6211811,1,20831.277,1539.2643684926716,1346244,0,144,1
