map,totalNodes,feasibleDijkstra,lengthDijkstra,timeDijkstra,solvingTimeDijkstra,feasibleAStar,lengthAStar,timeAStar,solvingTimeAStar,mode,arcs,valid
mp,647406,1,25837.588,2247.644321266991,5273431,1,25837.588,2247.644321266991,12804373,3,98,1
mp,647406,1,103607.86,10016.116098936902,213608500,1,103607.86,10016.116098936902,403705978,3,446,1
mp,647406,1,192449.05,16466.573661144943,451654855,1,192517.64,16101.289580436844,837554616,3,1275,0
mp,647406,1,124161.5,9548.360110318443,214801362,1,124206.06,9260.07194640717,292782217,3,996,0
mp,647406,1,214287.58,14890.155237113817,446395603,1,214287.58,14890.155237113817,726088743,3,1256,1
mp,647406,1,200755.52,12670.479192376826,370326571,1,200809.9,12535.662607760843,621098086,3,1138,0
mp,647406,1,12556.244,1201.39481073761,2920681,1,12556.244,1201.39481073761,6606160,3,65,1
mp,647406,0,-1,-1,773445,0,-1,-1,738107,3,0,1
mp,647406,1,111068.41,8932.07910117217,196687805,1,111101.055,8935.673006491383,270284481,3,442,0
mp,647406,1,243073.0,19208.864965083067,331080583,1,243094.52,19088.19462713849,525372522,3,1360,0
mp,647406,1,118883.75,10232.101175932077,376796341,1,118883.75,10232.101175932077,475838772,3,658,1
mp,647406,1,154987.5,11322.967405552454,341987251,1,154994.28,11210.322411297391,544469717,3,822,0
mp,647406,1,104366.914,7579.904696648318,203501532,1,104370.305,7576.2078088614535,302879244,3,476,0
mp,647406,1,63258.285,3667.736895716529,24233000,1,63258.293,3661.588369682855,40934584,3,231,0
mp,647406,1,16723.168,1662.6201524551948,41620709,1,16723.69,1444.386211677415,67245368,3,369,0
mp,647406,1,346177.0,23829.094340136522,425723408,1,346401.8,23766.000138994357,575188513,3,2172,0
mp,647406,1,11884.885,1188.8734338780816,13409200,1,11884.885,1188.8734338780816,25442655,3,253,1
mp,647406,1,169689.95,12565.297661460827,261666584,1,169782.84,12541.165929072738,443149390,3,974,0
mp,647406,0,-1,-1,181303,0,-1,-1,319304,3,0,1
mp,647406,1,80483.49,6972.753778168406,195712549,1,80483.49,6972.753778168406,285464009,3,698,1
