map,totalNodes,feasibleDijkstra,lengthDijkstra,timeDijkstra,solvingTimeDijkstra,feasibleAStar,lengthAStar,timeAStar,solvingTimeAStar,mode,arcs,valid
fr,9178938,1,577145.06,42018.95658337578,12716995372,1,578531.06,41081.679406710595,18841948606,3,3037,0
fr,9178938,1,456670.6,32499.812261273484,20901306649,1,457630.84,31051.17808109715,28440308759,3,2202,0
