feasibleDijkstra,lengthDijkstra,timeDijkstra,solvingTimeDijkstra,feasibleAStar,lengthAStar,timeAStar,solvingTimeAStar,mode
1,9972.756,918.6581913551602,19,1,9972.756,918.6581913551602,2,0
1,8241.699,1042.788020058632,18,1,8241.699,1042.788020058632,5,0
1,3757.908,792.5176662826541,5,1,3757.908,792.5176662826541,1,0
1,5038.0923,1152.7855179634093,4,1,5038.0923,1152.7855179634093,1,0
1,2032.7627,177.89171144485465,1,1,2032.7627,177.89171144485465,0,0
1,13214.493,1887.487084226063,16,1,13214.493,1887.487084226063,9,0
1,8462.377,798.07599828434,18,1,8462.377,798.07599828434,4,0
1,10048.537,1212.3662107170655,12,1,10048.537,1212.3662107170655,6,0
1,5406.232,819.8238023757934,6,1,5406.232,819.8238023757934,1,0
1,7396.03,705.6881292498452,8,1,7396.03,705.6881292498452,2,0
1,13428.843,1332.8208857009079,16,1,13428.843,1332.8208857009079,8,0
1,5784.536,689.4206194790431,8,1,5784.536,689.4206194790431,1,0
1,8888.52,1868.4786950798039,17,1,8888.52,1868.4786950798039,5,0
1,7591.8286,906.4514111080172,10,1,7591.8286,906.4514111080172,3,0
0,-1,-1,23,0,-1,-1,37,0
